Date;Joursem;Ferie;Vacances Scolaires;Jour;WE;Semaine;Mois;Trimestre;Saison;Annee;Reel;Normale;Delta
16/03/2019;6;0;0;16;16/03/2019;11/03/2019;3;1;WINTER 2018;2019;8,28;8,28;0
17/03/2019;7;0;0;17;16/03/2019;11/03/2019;3;1;WINTER 2018;2019;8,37;8,37;0
18/03/2019;1;0;0;18;01/01/1900;18/03/2019;3;1;WINTER 2018;2019;8,47;8,47;0
19/03/2019;2;0;0;19;01/01/1900;18/03/2019;3;1;WINTER 2018;2019;8,57;8,57;0
20/03/2019;3;0;0;20;01/01/1900;18/03/2019;3;1;WINTER 2018;2019;8,68;8,68;0
21/03/2019;4;0;0;21;01/01/1900;18/03/2019;3;1;WINTER 2018;2019;8,78;8,78;0
22/03/2019;5;0;0;22;01/01/1900;18/03/2019;3;1;WINTER 2018;2019;8,88;8,88;0
23/03/2019;6;0;0;23;23/03/2019;18/03/2019;3;1;WINTER 2018;2019;8,99;8,99;0
24/03/2019;7;0;0;24;23/03/2019;18/03/2019;3;1;WINTER 2018;2019;9,1;9,1;0
25/03/2019;1;0;0;25;01/01/1900;25/03/2019;3;1;WINTER 2018;2019;9,22;9,22;0
26/03/2019;2;0;0;26;01/01/1900;25/03/2019;3;1;WINTER 2018;2019;9,33;9,33;0
27/03/2019;3;0;0;27;01/01/1900;25/03/2019;3;1;WINTER 2018;2019;9,44;9,44;0
28/03/2019;4;0;0;28;01/01/1900;25/03/2019;3;1;WINTER 2018;2019;9,56;9,56;0
29/03/2019;5;0;0;29;01/01/1900;25/03/2019;3;1;WINTER 2018;2019;9,68;9,68;0
30/03/2019;6;0;0;30;30/03/2019;25/03/2019;3;1;WINTER 2018;2019;9,8;9,8;0
31/03/2019;7;0;0;31;30/03/2019;25/03/2019;3;1;WINTER 2018;2019;9,92;9,92;0
01/04/2019;1;0;0;1;01/01/1900;01/04/2019;4;2;SUMMER 2019;2019;10,05;10,05;0
02/04/2019;2;0;0;2;01/01/1900;01/04/2019;4;2;SUMMER 2019;2019;10,18;10,18;0
03/04/2019;3;0;0;3;01/01/1900;01/04/2019;4;2;SUMMER 2019;2019;10,3;10,3;0
04/04/2019;4;0;0;4;01/01/1900;01/04/2019;4;2;SUMMER 2019;2019;10,43;10,43;0
05/04/2019;5;0;0;5;01/01/1900;01/04/2019;4;2;SUMMER 2019;2019;10,56;10,56;0
06/04/2019;6;0;0;6;06/04/2019;01/04/2019;4;2;SUMMER 2019;2019;10,69;10,69;0
07/04/2019;7;0;0;7;06/04/2019;01/04/2019;4;2;SUMMER 2019;2019;10,82;10,82;0
08/04/2019;1;0;0;8;01/01/1900;08/04/2019;4;2;SUMMER 2019;2019;10,96;10,96;0
09/04/2019;2;0;0;9;01/01/1900;08/04/2019;4;2;SUMMER 2019;2019;11,09;11,09;0
10/04/2019;3;0;0;10;01/01/1900;08/04/2019;4;2;SUMMER 2019;2019;11,22;11,22;0
11/04/2019;4;0;0;11;01/01/1900;08/04/2019;4;2;SUMMER 2019;2019;11,36;11,36;0
12/04/2019;5;0;0;12;01/01/1900;08/04/2019;4;2;SUMMER 2019;2019;11,49;11,49;0
13/04/2019;6;0;0;13;13/04/2019;08/04/2019;4;2;SUMMER 2019;2019;11,63;11,63;0
14/04/2019;7;0;0;14;13/04/2019;08/04/2019;4;2;SUMMER 2019;2019;11,77;11,77;0
15/04/2019;1;0;0;15;01/01/1900;15/04/2019;4;2;SUMMER 2019;2019;11,9;11,9;0
16/04/2019;2;0;0;16;01/01/1900;15/04/2019;4;2;SUMMER 2019;2019;12,03;12,03;0
17/04/2019;3;0;0;17;01/01/1900;15/04/2019;4;2;SUMMER 2019;2019;12,18;12,18;0
18/04/2019;4;0;0;18;01/01/1900;15/04/2019;4;2;SUMMER 2019;2019;12,31;12,31;0
19/04/2019;5;0;0;19;01/01/1900;15/04/2019;4;2;SUMMER 2019;2019;12,46;12,46;0
20/04/2019;6;0;0;20;20/04/2019;15/04/2019;4;2;SUMMER 2019;2019;12,59;12,59;0
21/04/2019;7;0;1;21;20/04/2019;15/04/2019;4;2;SUMMER 2019;2019;12,73;12,73;0
22/04/2019;1;1;1;22;01/01/1900;22/04/2019;4;2;SUMMER 2019;2019;12,86;12,86;0
23/04/2019;2;0;1;23;01/01/1900;22/04/2019;4;2;SUMMER 2019;2019;13;13;0
24/04/2019;3;0;1;24;01/01/1900;22/04/2019;4;2;SUMMER 2019;2019;13,13;13,13;0
25/04/2019;4;0;1;25;01/01/1900;22/04/2019;4;2;SUMMER 2019;2019;13,26;13,26;0
26/04/2019;5;0;1;26;01/01/1900;22/04/2019;4;2;SUMMER 2019;2019;13,4;13,4;0
27/04/2019;6;0;1;27;27/04/2019;22/04/2019;4;2;SUMMER 2019;2019;13,53;13,53;0
28/04/2019;7;0;1;28;27/04/2019;22/04/2019;4;2;SUMMER 2019;2019;13,66;13,66;0
29/04/2019;1;0;1;29;01/01/1900;29/04/2019;4;2;SUMMER 2019;2019;13,79;13,79;0
30/04/2019;2;0;1;30;01/01/1900;29/04/2019;4;2;SUMMER 2019;2019;13,92;13,92;0
01/05/2019;3;1;1;1;01/01/1900;29/04/2019;5;2;SUMMER 2019;2019;14,06;14,06;0
02/05/2019;4;0;1;2;01/01/1900;29/04/2019;5;2;SUMMER 2019;2019;14,18;14,18;0
03/05/2019;5;0;1;3;01/01/1900;29/04/2019;5;2;SUMMER 2019;2019;14,3;14,3;0
04/05/2019;6;0;1;4;04/05/2019;29/04/2019;5;2;SUMMER 2019;2019;14,43;14,43;0
05/05/2019;7;0;1;5;04/05/2019;29/04/2019;5;2;SUMMER 2019;2019;14,56;14,56;0
06/05/2019;1;0;0;6;01/01/1900;06/05/2019;5;2;SUMMER 2019;2019;14,68;14,68;0
07/05/2019;2;0;0;7;01/01/1900;06/05/2019;5;2;SUMMER 2019;2019;14,8;14,8;0
08/05/2019;3;1;0;8;01/01/1900;06/05/2019;5;2;SUMMER 2019;2019;14,92;14,92;0
09/05/2019;4;0;0;9;01/01/1900;06/05/2019;5;2;SUMMER 2019;2019;15,03;15,03;0
10/05/2019;5;0;0;10;01/01/1900;06/05/2019;5;2;SUMMER 2019;2019;15,15;15,15;0
11/05/2019;6;0;0;11;11/05/2019;06/05/2019;5;2;SUMMER 2019;2019;15,27;15,27;0
12/05/2019;7;0;0;12;11/05/2019;06/05/2019;5;2;SUMMER 2019;2019;15,38;15,38;0
13/05/2019;1;0;0;13;01/01/1900;13/05/2019;5;2;SUMMER 2019;2019;15,5;15,5;0
14/05/2019;2;0;0;14;01/01/1900;13/05/2019;5;2;SUMMER 2019;2019;15,61;15,61;0
15/05/2019;3;0;0;15;01/01/1900;13/05/2019;5;2;SUMMER 2019;2019;15,72;15,72;0
16/05/2019;4;0;0;16;01/01/1900;13/05/2019;5;2;SUMMER 2019;2019;15,84;15,84;0
17/05/2019;5;0;0;17;01/01/1900;13/05/2019;5;2;SUMMER 2019;2019;15,95;15,95;0
18/05/2019;6;0;0;18;18/05/2019;13/05/2019;5;2;SUMMER 2019;2019;16,06;16,06;0
19/05/2019;7;0;0;19;18/05/2019;13/05/2019;5;2;SUMMER 2019;2019;16,16;16,16;0
20/05/2019;1;0;0;20;01/01/1900;20/05/2019;5;2;SUMMER 2019;2019;16,27;16,27;0
21/05/2019;2;0;0;21;01/01/1900;20/05/2019;5;2;SUMMER 2019;2019;16,36;16,36;0
22/05/2019;3;0;0;22;01/01/1900;20/05/2019;5;2;SUMMER 2019;2019;16,47;16,47;0
23/05/2019;4;0;0;23;01/01/1900;20/05/2019;5;2;SUMMER 2019;2019;16,57;16,57;0
24/05/2019;5;0;0;24;01/01/1900;20/05/2019;5;2;SUMMER 2019;2019;16,67;16,67;0
25/05/2019;6;0;0;25;25/05/2019;20/05/2019;5;2;SUMMER 2019;2019;16,77;16,77;0
26/05/2019;7;0;0;26;25/05/2019;20/05/2019;5;2;SUMMER 2019;2019;16,87;16,87;0
27/05/2019;1;0;0;27;01/01/1900;27/05/2019;5;2;SUMMER 2019;2019;16,97;16,97;0
28/05/2019;2;0;0;28;01/01/1900;27/05/2019;5;2;SUMMER 2019;2019;17,07;17,07;0
29/05/2019;3;0;0;29;01/01/1900;27/05/2019;5;2;SUMMER 2019;2019;17,16;17,16;0
30/05/2019;4;1;1;30;01/01/1900;27/05/2019;5;2;SUMMER 2019;2019;17,26;17,26;0
31/05/2019;5;0;1;31;01/01/1900;27/05/2019;5;2;SUMMER 2019;2019;17,36;17,36;0
01/06/2019;6;0;1;1;01/06/2019;27/05/2019;6;2;SUMMER 2019;2019;17,46;17,46;0
02/06/2019;7;0;1;2;01/06/2019;27/05/2019;6;2;SUMMER 2019;2019;17,55;17,55;0
03/06/2019;1;0;0;3;01/01/1900;03/06/2019;6;2;SUMMER 2019;2019;17,64;17,64;0
04/06/2019;2;0;0;4;01/01/1900;03/06/2019;6;2;SUMMER 2019;2019;17,74;17,74;0
05/06/2019;3;0;0;5;01/01/1900;03/06/2019;6;2;SUMMER 2019;2019;17,83;17,83;0
06/06/2019;4;0;0;6;01/01/1900;03/06/2019;6;2;SUMMER 2019;2019;17,92;17,92;0
07/06/2019;5;0;0;7;01/01/1900;03/06/2019;6;2;SUMMER 2019;2019;18,02;18,02;0
08/06/2019;6;0;0;8;08/06/2019;03/06/2019;6;2;SUMMER 2019;2019;18,11;18,11;0
09/06/2019;7;0;0;9;08/06/2019;03/06/2019;6;2;SUMMER 2019;2019;18,19;18,19;0
10/06/2019;1;1;0;10;01/01/1900;10/06/2019;6;2;SUMMER 2019;2019;18,29;18,29;0
11/06/2019;2;0;0;11;01/01/1900;10/06/2019;6;2;SUMMER 2019;2019;18,38;18,38;0
12/06/2019;3;0;0;12;01/01/1900;10/06/2019;6;2;SUMMER 2019;2019;18,47;18,47;0
13/06/2019;4;0;0;13;01/01/1900;10/06/2019;6;2;SUMMER 2019;2019;18,56;18,56;0
14/06/2019;5;0;0;14;01/01/1900;10/06/2019;6;2;SUMMER 2019;2019;18,65;18,65;0
15/06/2019;6;0;0;15;15/06/2019;10/06/2019;6;2;SUMMER 2019;2019;18,74;18,74;0
16/06/2019;7;0;0;16;15/06/2019;10/06/2019;6;2;SUMMER 2019;2019;18,83;18,83;0
17/06/2019;1;0;0;17;01/01/1900;17/06/2019;6;2;SUMMER 2019;2019;18,92;18,92;0
18/06/2019;2;0;0;18;01/01/1900;17/06/2019;6;2;SUMMER 2019;2019;19;19;0
19/06/2019;3;0;0;19;01/01/1900;17/06/2019;6;2;SUMMER 2019;2019;19,1;19,1;0
20/06/2019;4;0;0;20;01/01/1900;17/06/2019;6;2;SUMMER 2019;2019;19,18;19,18;0
21/06/2019;5;0;0;21;01/01/1900;17/06/2019;6;2;SUMMER 2019;2019;19,26;19,26;0
22/06/2019;6;0;0;22;22/06/2019;17/06/2019;6;2;SUMMER 2019;2019;19,35;19,35;0
23/06/2019;7;0;0;23;22/06/2019;17/06/2019;6;2;SUMMER 2019;2019;19,43;19,43;0
24/06/2019;1;0;0;24;01/01/1900;24/06/2019;6;2;SUMMER 2019;2019;19,52;19,52;0
25/06/2019;2;0;0;25;01/01/1900;24/06/2019;6;2;SUMMER 2019;2019;19,6;19,6;0
26/06/2019;3;0;0;26;01/01/1900;24/06/2019;6;2;SUMMER 2019;2019;19,68;19,68;0
27/06/2019;4;0;0;27;01/01/1900;24/06/2019;6;2;SUMMER 2019;2019;19,76;19,76;0
28/06/2019;5;0;0;28;01/01/1900;24/06/2019;6;2;SUMMER 2019;2019;19,85;19,85;0
29/06/2019;6;0;0;29;29/06/2019;24/06/2019;6;2;SUMMER 2019;2019;19,93;19,93;0
30/06/2019;7;0;0;30;29/06/2019;24/06/2019;6;2;SUMMER 2019;2019;20,01;20,01;0
01/07/2019;1;0;0;1;01/01/1900;01/07/2019;7;3;SUMMER 2019;2019;20,08;20,08;0
02/07/2019;2;0;0;2;01/01/1900;01/07/2019;7;3;SUMMER 2019;2019;20,16;20,16;0
03/07/2019;3;0;0;3;01/01/1900;01/07/2019;7;3;SUMMER 2019;2019;20,23;20,23;0
04/07/2019;4;0;0;4;01/01/1900;01/07/2019;7;3;SUMMER 2019;2019;20,3;20,3;0
05/07/2019;5;0;0;5;01/01/1900;01/07/2019;7;3;SUMMER 2019;2019;20,37;20,37;0
06/07/2019;6;0;0;6;06/07/2019;01/07/2019;7;3;SUMMER 2019;2019;20,44;20,44;0
07/07/2019;7;0;1;7;06/07/2019;01/07/2019;7;3;SUMMER 2019;2019;20,5;20,5;0
08/07/2019;1;0;1;8;01/01/1900;08/07/2019;7;3;SUMMER 2019;2019;20,57;20,57;0
09/07/2019;2;0;1;9;01/01/1900;08/07/2019;7;3;SUMMER 2019;2019;20,63;20,63;0
10/07/2019;3;0;1;10;01/01/1900;08/07/2019;7;3;SUMMER 2019;2019;20,69;20,69;0
11/07/2019;4;0;1;11;01/01/1900;08/07/2019;7;3;SUMMER 2019;2019;20,75;20,75;0
12/07/2019;5;0;1;12;01/01/1900;08/07/2019;7;3;SUMMER 2019;2019;20,79;20,79;0
13/07/2019;6;0;1;13;13/07/2019;08/07/2019;7;3;SUMMER 2019;2019;20,85;20,85;0
14/07/2019;7;1;1;14;13/07/2019;08/07/2019;7;3;SUMMER 2019;2019;20,89;20,89;0
15/07/2019;1;0;1;15;01/01/1900;15/07/2019;7;3;SUMMER 2019;2019;20,94;20,94;0
16/07/2019;2;0;1;16;01/01/1900;15/07/2019;7;3;SUMMER 2019;2019;20,98;20,98;0
17/07/2019;3;0;1;17;01/01/1900;15/07/2019;7;3;SUMMER 2019;2019;21,02;21,02;0
18/07/2019;4;0;1;18;01/01/1900;15/07/2019;7;3;SUMMER 2019;2019;21,04;21,04;0
19/07/2019;5;0;1;19;01/01/1900;15/07/2019;7;3;SUMMER 2019;2019;21,08;21,08;0
20/07/2019;6;0;1;20;20/07/2019;15/07/2019;7;3;SUMMER 2019;2019;21,11;21,11;0
21/07/2019;7;0;1;21;20/07/2019;15/07/2019;7;3;SUMMER 2019;2019;21,13;21,13;0
22/07/2019;1;0;1;22;01/01/1900;22/07/2019;7;3;SUMMER 2019;2019;21,15;21,15;0
23/07/2019;2;0;1;23;01/01/1900;22/07/2019;7;3;SUMMER 2019;2019;21,17;21,17;0
24/07/2019;3;0;1;24;01/01/1900;22/07/2019;7;3;SUMMER 2019;2019;21,17;21,17;0
25/07/2019;4;0;1;25;01/01/1900;22/07/2019;7;3;SUMMER 2019;2019;21,19;21,19;0
26/07/2019;5;0;1;26;01/01/1900;22/07/2019;7;3;SUMMER 2019;2019;21,19;21,19;0
27/07/2019;6;0;1;27;27/07/2019;22/07/2019;7;3;SUMMER 2019;2019;21,19;21,19;0
28/07/2019;7;0;1;28;27/07/2019;22/07/2019;7;3;SUMMER 2019;2019;21,18;21,18;0
29/07/2019;1;0;1;29;01/01/1900;29/07/2019;7;3;SUMMER 2019;2019;21,18;21,18;0
30/07/2019;2;0;1;30;01/01/1900;29/07/2019;7;3;SUMMER 2019;2019;21,16;21,16;0
31/07/2019;3;0;1;31;01/01/1900;29/07/2019;7;3;SUMMER 2019;2019;21,15;21,15;0
01/08/2019;4;0;1;1;01/01/1900;29/07/2019;8;3;SUMMER 2019;2019;21,13;21,13;0
02/08/2019;5;0;1;2;01/01/1900;29/07/2019;8;3;SUMMER 2019;2019;21,1;21,1;0
03/08/2019;6;0;1;3;03/08/2019;29/07/2019;8;3;SUMMER 2019;2019;21,08;21,08;0
04/08/2019;7;0;1;4;03/08/2019;29/07/2019;8;3;SUMMER 2019;2019;21,04;21,04;0
05/08/2019;1;0;1;5;01/01/1900;05/08/2019;8;3;SUMMER 2019;2019;21;21;0
06/08/2019;2;0;1;6;01/01/1900;05/08/2019;8;3;SUMMER 2019;2019;20,95;20,95;0
07/08/2019;3;0;1;7;01/01/1900;05/08/2019;8;3;SUMMER 2019;2019;20,92;20,92;0
08/08/2019;4;0;1;8;01/01/1900;05/08/2019;8;3;SUMMER 2019;2019;20,86;20,86;0
09/08/2019;5;0;1;9;01/01/1900;05/08/2019;8;3;SUMMER 2019;2019;20,81;20,81;0
10/08/2019;6;0;1;10;10/08/2019;05/08/2019;8;3;SUMMER 2019;2019;20,74;20,74;0
11/08/2019;7;0;1;11;10/08/2019;05/08/2019;8;3;SUMMER 2019;2019;20,69;20,69;0
12/08/2019;1;0;1;12;01/01/1900;12/08/2019;8;3;SUMMER 2019;2019;20,61;20,61;0
13/08/2019;2;0;1;13;01/01/1900;12/08/2019;8;3;SUMMER 2019;2019;20,55;20,55;0
14/08/2019;3;0;1;14;01/01/1900;12/08/2019;8;3;SUMMER 2019;2019;20,47;20,47;0
15/08/2019;4;1;1;15;01/01/1900;12/08/2019;8;3;SUMMER 2019;2019;20,39;20,39;0
16/08/2019;5;0;1;16;01/01/1900;12/08/2019;8;3;SUMMER 2019;2019;20,32;20,32;0
17/08/2019;6;0;1;17;17/08/2019;12/08/2019;8;3;SUMMER 2019;2019;20,23;20,23;0
18/08/2019;7;0;1;18;17/08/2019;12/08/2019;8;3;SUMMER 2019;2019;20,14;20,14;0
19/08/2019;1;0;1;19;01/01/1900;19/08/2019;8;3;SUMMER 2019;2019;20,05;20,05;0
20/08/2019;2;0;1;20;01/01/1900;19/08/2019;8;3;SUMMER 2019;2019;19,95;19,95;0
21/08/2019;3;0;1;21;01/01/1900;19/08/2019;8;3;SUMMER 2019;2019;19,86;19,86;0
22/08/2019;4;0;1;22;01/01/1900;19/08/2019;8;3;SUMMER 2019;2019;19,77;19,77;0
23/08/2019;5;0;1;23;01/01/1900;19/08/2019;8;3;SUMMER 2019;2019;19,66;19,66;0
24/08/2019;6;0;1;24;24/08/2019;19/08/2019;8;3;SUMMER 2019;2019;19,55;19,55;0
25/08/2019;7;0;1;25;24/08/2019;19/08/2019;8;3;SUMMER 2019;2019;19,44;19,44;0
26/08/2019;1;0;1;26;01/01/1900;26/08/2019;8;3;SUMMER 2019;2019;19,33;19,33;0
27/08/2019;2;0;1;27;01/01/1900;26/08/2019;8;3;SUMMER 2019;2019;19,22;19,22;0
28/08/2019;3;0;1;28;01/01/1900;26/08/2019;8;3;SUMMER 2019;2019;19,11;19,11;0
29/08/2019;4;0;1;29;01/01/1900;26/08/2019;8;3;SUMMER 2019;2019;18,99;18,99;0
30/08/2019;5;0;1;30;01/01/1900;26/08/2019;8;3;SUMMER 2019;2019;18,87;18,87;0
31/08/2019;6;0;1;31;31/08/2019;26/08/2019;8;3;SUMMER 2019;2019;18,75;18,75;0
01/09/2019;7;0;1;1;31/08/2019;26/08/2019;9;3;SUMMER 2019;2019;18,63;18,63;0
02/09/2019;1;0;0;2;01/01/1900;02/09/2019;9;3;SUMMER 2019;2019;18,51;18,51;0
03/09/2019;2;0;0;3;01/01/1900;02/09/2019;9;3;SUMMER 2019;2019;18,38;18,38;0
04/09/2019;3;0;0;4;01/01/1900;02/09/2019;9;3;SUMMER 2019;2019;18,25;18,25;0
05/09/2019;4;0;0;5;01/01/1900;02/09/2019;9;3;SUMMER 2019;2019;18,12;18,12;0
06/09/2019;5;0;0;6;01/01/1900;02/09/2019;9;3;SUMMER 2019;2019;18;18;0
07/09/2019;6;0;0;7;07/09/2019;02/09/2019;9;3;SUMMER 2019;2019;17,87;17,87;0
08/09/2019;7;0;0;8;07/09/2019;02/09/2019;9;3;SUMMER 2019;2019;17,75;17,75;0
09/09/2019;1;0;0;9;01/01/1900;09/09/2019;9;3;SUMMER 2019;2019;17,61;17,61;0
10/09/2019;2;0;0;10;01/01/1900;09/09/2019;9;3;SUMMER 2019;2019;17,48;17,48;0
11/09/2019;3;0;0;11;01/01/1900;09/09/2019;9;3;SUMMER 2019;2019;17,35;17,35;0
12/09/2019;4;0;0;12;01/01/1900;09/09/2019;9;3;SUMMER 2019;2019;17,23;17,23;0
13/09/2019;5;0;0;13;01/01/1900;09/09/2019;9;3;SUMMER 2019;2019;17,09;17,09;0
14/09/2019;6;0;0;14;14/09/2019;09/09/2019;9;3;SUMMER 2019;2019;16,96;16,96;0
15/09/2019;7;0;0;15;14/09/2019;09/09/2019;9;3;SUMMER 2019;2019;16,82;16,82;0
16/09/2019;1;0;0;16;01/01/1900;16/09/2019;9;3;SUMMER 2019;2019;16,7;16,7;0
17/09/2019;2;0;0;17;01/01/1900;16/09/2019;9;3;SUMMER 2019;2019;16,57;16,57;0
18/09/2019;3;0;0;18;01/01/1900;16/09/2019;9;3;SUMMER 2019;2019;16,43;16,43;0
19/09/2019;4;0;0;19;01/01/1900;16/09/2019;9;3;SUMMER 2019;2019;16,3;16,3;0
20/09/2019;5;0;0;20;01/01/1900;16/09/2019;9;3;SUMMER 2019;2019;16,17;16,17;0
21/09/2019;6;0;0;21;21/09/2019;16/09/2019;9;3;SUMMER 2019;2019;16,04;16,04;0
22/09/2019;7;0;0;22;21/09/2019;16/09/2019;9;3;SUMMER 2019;2019;15,91;15,91;0
23/09/2019;1;0;0;23;01/01/1900;23/09/2019;9;3;SUMMER 2019;2019;15,78;15,78;0
24/09/2019;2;0;0;24;01/01/1900;23/09/2019;9;3;SUMMER 2019;2019;15,64;15,64;0
25/09/2019;3;0;0;25;01/01/1900;23/09/2019;9;3;SUMMER 2019;2019;15,52;15,52;0
26/09/2019;4;0;0;26;01/01/1900;23/09/2019;9;3;SUMMER 2019;2019;15,38;15,38;0
27/09/2019;5;0;0;27;01/01/1900;23/09/2019;9;3;SUMMER 2019;2019;15,26;15,26;0
28/09/2019;6;0;0;28;28/09/2019;23/09/2019;9;3;SUMMER 2019;2019;15,12;15,12;0
29/09/2019;7;0;0;29;28/09/2019;23/09/2019;9;3;SUMMER 2019;2019;15;15;0
30/09/2019;1;0;0;30;01/01/1900;30/09/2019;9;3;SUMMER 2019;2019;14,87;14,87;0
01/10/2019;2;0;0;1;01/01/1900;30/09/2019;10;4;WINTER 2019;2019;14,73;14,73;0
02/10/2019;3;0;0;2;01/01/1900;30/09/2019;10;4;WINTER 2019;2019;14,61;14,61;0
03/10/2019;4;0;0;3;01/01/1900;30/09/2019;10;4;WINTER 2019;2019;14,47;14,47;0
04/10/2019;5;0;0;4;01/01/1900;30/09/2019;10;4;WINTER 2019;2019;14,34;14,34;0
05/10/2019;6;0;0;5;05/10/2019;30/09/2019;10;4;WINTER 2019;2019;14,22;14,22;0
06/10/2019;7;0;0;6;05/10/2019;30/09/2019;10;4;WINTER 2019;2019;14,09;14,09;0
07/10/2019;1;0;0;7;01/01/1900;07/10/2019;10;4;WINTER 2019;2019;13,96;13,96;0
08/10/2019;2;0;0;8;01/01/1900;07/10/2019;10;4;WINTER 2019;2019;13,83;13,83;0
09/10/2019;3;0;0;9;01/01/1900;07/10/2019;10;4;WINTER 2019;2019;13,7;13,7;0
10/10/2019;4;0;0;10;01/01/1900;07/10/2019;10;4;WINTER 2019;2019;13,57;13,57;0
11/10/2019;5;0;0;11;01/01/1900;07/10/2019;10;4;WINTER 2019;2019;13,44;13,44;0
12/10/2019;6;0;0;12;12/10/2019;07/10/2019;10;4;WINTER 2019;2019;13,31;13,31;0
13/10/2019;7;0;0;13;12/10/2019;07/10/2019;10;4;WINTER 2019;2019;13,18;13,18;0
14/10/2019;1;0;0;14;01/01/1900;14/10/2019;10;4;WINTER 2019;2019;13,05;13,05;0
15/10/2019;2;0;0;15;01/01/1900;14/10/2019;10;4;WINTER 2019;2019;12,91;12,91;0
16/10/2019;3;0;0;16;01/01/1900;14/10/2019;10;4;WINTER 2019;2019;12,78;12,78;0
17/10/2019;4;0;0;17;01/01/1900;14/10/2019;10;4;WINTER 2019;2019;12,65;12,65;0
18/10/2019;5;0;0;18;01/01/1900;14/10/2019;10;4;WINTER 2019;2019;12,52;12,52;0
19/10/2019;6;0;0;19;19/10/2019;14/10/2019;10;4;WINTER 2019;2019;12,38;12,38;0
20/10/2019;7;0;1;20;19/10/2019;14/10/2019;10;4;WINTER 2019;2019;12,25;12,25;0
21/10/2019;1;0;1;21;01/01/1900;21/10/2019;10;4;WINTER 2019;2019;12,11;12,11;0
22/10/2019;2;0;1;22;01/01/1900;21/10/2019;10;4;WINTER 2019;2019;11,97;11,97;0
23/10/2019;3;0;1;23;01/01/1900;21/10/2019;10;4;WINTER 2019;2019;11,83;11,83;0
24/10/2019;4;0;1;24;01/01/1900;21/10/2019;10;4;WINTER 2019;2019;11,7;11,7;0
25/10/2019;5;0;1;25;01/01/1900;21/10/2019;10;4;WINTER 2019;2019;11,56;11,56;0
26/10/2019;6;0;1;26;26/10/2019;21/10/2019;10;4;WINTER 2019;2019;11,42;11,42;0
27/10/2019;7;0;1;27;26/10/2019;21/10/2019;10;4;WINTER 2019;2019;11,28;11,28;0
28/10/2019;1;0;1;28;01/01/1900;28/10/2019;10;4;WINTER 2019;2019;11,14;11,14;0
29/10/2019;2;0;1;29;01/01/1900;28/10/2019;10;4;WINTER 2019;2019;11;11;0
30/10/2019;3;0;1;30;01/01/1900;28/10/2019;10;4;WINTER 2019;2019;10,86;10,86;0
31/10/2019;4;0;1;31;01/01/1900;28/10/2019;10;4;WINTER 2019;2019;10,71;10,71;0
01/11/2019;5;1;1;1;01/01/1900;28/10/2019;11;4;WINTER 2019;2019;10,56;10,56;0
02/11/2019;6;0;1;2;02/11/2019;28/10/2019;11;4;WINTER 2019;2019;10,42;10,42;0
03/11/2019;7;0;1;3;02/11/2019;28/10/2019;11;4;WINTER 2019;2019;10,28;10,28;0
04/11/2019;1;0;0;4;01/01/1900;04/11/2019;11;4;WINTER 2019;2019;10,13;10,13;0
05/11/2019;2;0;0;5;01/01/1900;04/11/2019;11;4;WINTER 2019;2019;9,98;9,98;0
06/11/2019;3;0;0;6;01/01/1900;04/11/2019;11;4;WINTER 2019;2019;9,84;9,84;0
07/11/2019;4;0;0;7;01/01/1900;04/11/2019;11;4;WINTER 2019;2019;9,69;9,69;0
08/11/2019;5;0;0;8;01/01/1900;04/11/2019;11;4;WINTER 2019;2019;9,54;9,54;0
09/11/2019;6;0;0;9;09/11/2019;04/11/2019;11;4;WINTER 2019;2019;9,39;9,39;0
10/11/2019;7;0;0;10;09/11/2019;04/11/2019;11;4;WINTER 2019;2019;9,25;9,25;0
11/11/2019;1;1;0;11;01/01/1900;11/11/2019;11;4;WINTER 2019;2019;9,1;9,1;0
12/11/2019;2;0;0;12;01/01/1900;11/11/2019;11;4;WINTER 2019;2019;8,95;8,95;0
13/11/2019;3;0;0;13;01/01/1900;11/11/2019;11;4;WINTER 2019;2019;8,81;8,81;0
14/11/2019;4;0;0;14;01/01/1900;11/11/2019;11;4;WINTER 2019;2019;8,65;8,65;0
15/11/2019;5;0;0;15;01/01/1900;11/11/2019;11;4;WINTER 2019;2019;8,5;8,5;0
16/11/2019;6;0;0;16;16/11/2019;11/11/2019;11;4;WINTER 2019;2019;8,37;8,37;0
17/11/2019;7;0;0;17;16/11/2019;11/11/2019;11;4;WINTER 2019;2019;8,22;8,22;0
18/11/2019;1;0;0;18;01/01/1900;18/11/2019;11;4;WINTER 2019;2019;8,08;8,08;0
19/11/2019;2;0;0;19;01/01/1900;18/11/2019;11;4;WINTER 2019;2019;7,92;7,92;0
20/11/2019;3;0;0;20;01/01/1900;18/11/2019;11;4;WINTER 2019;2019;7,79;7,79;0
21/11/2019;4;0;0;21;01/01/1900;18/11/2019;11;4;WINTER 2019;2019;7,65;7,65;0
22/11/2019;5;0;0;22;01/01/1900;18/11/2019;11;4;WINTER 2019;2019;7,51;7,51;0
23/11/2019;6;0;0;23;23/11/2019;18/11/2019;11;4;WINTER 2019;2019;7,36;7,36;0
24/11/2019;7;0;1;24;23/11/2019;18/11/2019;11;4;WINTER 2019;2019;7,23;7,23;0
25/11/2019;1;0;1;25;01/01/1900;25/11/2019;11;4;WINTER 2019;2019;7,1;7,1;0
